personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_3784,ASI,Counter-Insurgency (J&K),26,45.1,2,0.16,6.8,5,1,15.7,6.0,0.02,0
PERS_3785,Constable,Counter-Insurgency (J&K),62,53.7,1,0.37,7.1,3,4,14.8,4.3,0.09,1
PERS_3786,Inspector,High Altitude (Ladakh/Sikkim),27,49.5,3,0.15,5.2,4,4,32.4,9.9,0.65,1
PERS_3787,Constable,High Altitude (Ladakh/Sikkim),50,53.0,0,0.5,7.4,4,3,32.4,5.4,0.07,1
PERS_3788,Inspector,Dense Forest (Bastar),63,49.9,1,0.43,7.6,4,3,68.9,4.3,0.1,1
PERS_3789,Inspector,Peace Station (HQ),27,44.0,2,0.02,6.7,5,1,66.1,4.1,0.26,0
PERS_3790,Head Constable,Dense Forest (Bastar),62,54.3,2,0.09,6.7,5,3,80.2,5.2,0.07,0
PERS_3791,Inspector,Border Outpost (Thar),35,58.0,3,0.28,5.0,2,5,22.3,10.2,0.01,1
PERS_3792,Head Constable,Counter-Insurgency (J&K),51,48.0,0,0.35,7.1,4,2,12.0,5.3,0.04,0
PERS_3793,Constable,Counter-Insurgency (J&K),45,28.6,2,0.49,7.6,5,2,21.8,1.7,0.02,0
PERS_3794,Constable,High Altitude (Ladakh/Sikkim),91,43.4,2,0.34,6.5,3,5,70.9,8.2,0.13,1
PERS_3795,Head Constable,Peace Station (HQ),12,59.9,1,0.05,5.4,4,1,9.5,6.0,0.66,0
PERS_3796,Constable,High Altitude (Ladakh/Sikkim),43,62.2,2,0.06,4.6,3,3,34.0,10.9,0.73,1
PERS_3797,Head Constable,Border Outpost (Thar),15,56.0,1,0.38,6.7,5,2,30.4,6.2,0.01,0
PERS_3798,Inspector,Dense Forest (Bastar),86,61.7,2,0.15,5.8,2,5,11.6,11.9,0.19,1
PERS_3799,Constable,Dense Forest (Bastar),27,60.9,4,0.15,3.4,2,6,33.2,15.2,0.16,2
PERS_3800,ASI,Peace Station (HQ),38,48.4,2,0.43,6.5,3,4,60.1,6.5,0.07,1
PERS_3801,Sub-Inspector,High Altitude (Ladakh/Sikkim),17,51.1,3,0.37,5.7,4,2,42.0,7.7,0.0,0
PERS_3802,Sub-Inspector,High Altitude (Ladakh/Sikkim),30,43.3,3,0.18,5.6,4,3,53.7,6.5,0.01,1
PERS_3803,Inspector,Border Outpost (Thar),11,47.3,2,0.28,6.4,4,1,32.7,6.9,0.09,1
PERS_3804,Head Constable,Dense Forest (Bastar),5,67.5,3,0.29,3.9,3,6,9.1,14.6,0.01,2
PERS_3805,Inspector,High Altitude (Ladakh/Sikkim),53,45.0,1,0.11,6.5,4,1,20.0,4.8,0.03,0
PERS_3806,ASI,Peace Station (HQ),29,39.2,3,0.27,5.7,4,3,12.9,5.8,0.17,0
PERS_3807,Constable,Dense Forest (Bastar),40,50.1,1,0.43,7.0,4,3,47.5,5.6,0.16,1
PERS_3808,Head Constable,Border Outpost (Thar),36,47.6,3,0.3,5.5,4,4,17.3,8.5,0.03,1
PERS_3809,Head Constable,Peace Station (HQ),27,53.4,2,0.2,5.5,4,5,25.7,6.8,0.06,1
PERS_3810,Constable,Counter-Insurgency (J&K),55,61.4,3,0.26,4.4,3,6,94.0,16.1,0.25,2
PERS_3811,Head Constable,Border Outpost (Thar),81,52.4,3,0.51,5.9,5,9,15.7,8.3,0.05,2
PERS_3812,Head Constable,Peace Station (HQ),16,70.7,2,0.14,5.1,3,5,31.2,9.0,0.01,2
PERS_3813,Constable,High Altitude (Ladakh/Sikkim),50,65.3,2,0.27,4.9,1,7,35.6,9.1,0.14,2
PERS_3814,Head Constable,Counter-Insurgency (J&K),36,44.0,3,0.44,6.2,3,6,21.9,7.1,0.06,2
PERS_3815,ASI,Border Outpost (Thar),66,53.8,1,0.42,4.5,5,6,37.0,9.2,0.16,1
PERS_3816,Head Constable,High Altitude (Ladakh/Sikkim),10,54.3,0,0.36,6.1,4,1,30.0,3.5,0.03,0
PERS_3817,Constable,Counter-Insurgency (J&K),13,41.0,1,0.33,7.7,5,1,22.5,5.5,0.03,0
PERS_3818,Constable,Dense Forest (Bastar),37,31.1,2,0.13,7.0,5,1,29.4,2.4,0.05,0
PERS_3819,Constable,High Altitude (Ladakh/Sikkim),69,74.2,1,0.62,4.3,1,9,37.9,9.2,0.32,2
PERS_3820,Sub-Inspector,Peace Station (HQ),67,43.6,1,0.34,7.9,4,4,11.8,4.2,0.16,0
PERS_3821,Constable,Border Outpost (Thar),54,61.9,1,0.07,4.8,4,5,71.6,11.2,0.0,1
PERS_3822,Head Constable,Counter-Insurgency (J&K),38,58.8,1,0.13,5.2,3,3,35.9,5.8,0.67,0
PERS_3823,Constable,High Altitude (Ladakh/Sikkim),45,44.3,1,0.1,6.3,4,2,34.9,6.5,0.02,0
PERS_3824,Constable,Dense Forest (Bastar),32,70.8,1,0.35,4.8,3,6,31.9,10.0,0.02,1
PERS_3825,ASI,Border Outpost (Thar),49,53.5,1,0.11,7.1,3,2,25.3,7.2,0.02,0
PERS_3826,Head Constable,Border Outpost (Thar),45,53.9,2,0.51,5.7,5,6,33.9,10.3,0.02,0
PERS_3827,Constable,High Altitude (Ladakh/Sikkim),53,37.9,1,0.32,8.6,4,1,25.2,4.6,0.05,0
PERS_3828,Constable,Dense Forest (Bastar),85,35.4,3,0.42,5.3,4,6,5.4,5.3,0.07,1
PERS_3829,Constable,Counter-Insurgency (J&K),10,46.6,2,0.04,6.8,4,1,12.1,7.6,0.11,0
PERS_3830,Head Constable,High Altitude (Ladakh/Sikkim),21,63.1,1,0.33,5.4,4,3,21.7,10.2,0.76,0
PERS_3831,Head Constable,Counter-Insurgency (J&K),42,33.6,1,0.23,7.2,5,1,52.4,0.6,0.07,0
PERS_3832,Constable,Border Outpost (Thar),42,53.7,2,0.64,5.5,4,6,12.6,5.8,0.12,1
PERS_3833,Constable,Counter-Insurgency (J&K),35,52.3,0,0.51,6.6,5,2,10.9,3.9,0.18,0
PERS_3834,Constable,Dense Forest (Bastar),35,63.9,3,0.26,5.3,4,6,17.8,14.8,0.0,1
PERS_3835,Sub-Inspector,Peace Station (HQ),122,70.4,2,0.41,4.4,1,10,46.9,15.2,0.07,2
PERS_3836,Inspector,Dense Forest (Bastar),52,54.6,2,0.24,5.7,3,4,24.4,7.6,0.05,1
PERS_3837,Constable,Counter-Insurgency (J&K),6,47.7,4,0.21,5.9,4,4,13.4,8.6,0.02,1
PERS_3838,ASI,High Altitude (Ladakh/Sikkim),18,42.6,2,0.3,5.2,5,3,54.3,8.4,0.7,1
PERS_3839,Constable,Border Outpost (Thar),87,45.2,4,0.2,6.6,4,6,81.9,9.7,0.01,2
PERS_3840,Constable,Peace Station (HQ),12,42.9,3,0.74,6.7,5,4,49.1,4.9,0.16,0
PERS_3841,ASI,High Altitude (Ladakh/Sikkim),34,40.3,3,0.76,6.4,5,4,23.2,6.0,0.11,1
PERS_3842,Sub-Inspector,High Altitude (Ladakh/Sikkim),69,53.8,3,0.14,5.6,3,5,8.5,8.6,0.14,1
PERS_3843,Inspector,Dense Forest (Bastar),34,51.1,1,0.4,6.5,4,3,43.0,4.9,0.04,0
PERS_3844,Head Constable,Counter-Insurgency (J&K),69,52.2,1,0.36,6.0,3,2,48.1,7.0,0.0,1
PERS_3845,Constable,Dense Forest (Bastar),45,53.6,1,0.08,6.8,4,2,22.0,6.7,0.03,0
PERS_3846,ASI,Counter-Insurgency (J&K),48,48.2,4,0.33,5.1,3,8,38.5,9.5,0.02,2
PERS_3847,Constable,Dense Forest (Bastar),11,57.5,1,0.08,5.4,4,1,57.5,5.6,0.76,0
PERS_3848,Head Constable,High Altitude (Ladakh/Sikkim),31,53.4,0,0.29,7.5,4,2,15.8,4.8,0.04,0
PERS_3849,Constable,Border Outpost (Thar),21,45.3,3,0.4,5.3,4,4,78.3,7.8,0.83,1
PERS_3850,Head Constable,Counter-Insurgency (J&K),47,41.0,1,0.42,7.5,4,1,36.3,1.1,0.01,0
PERS_3851,Constable,Peace Station (HQ),115,58.7,2,0.01,5.4,1,6,73.0,9.6,0.16,2
PERS_3852,Constable,Peace Station (HQ),56,65.0,3,0.21,5.0,3,7,86.7,12.5,0.0,2
PERS_3853,Sub-Inspector,High Altitude (Ladakh/Sikkim),67,60.6,2,0.01,4.8,3,5,14.5,13.5,0.01,1
PERS_3854,Constable,Dense Forest (Bastar),24,58.0,2,0.27,4.9,3,6,16.0,7.4,0.0,2
PERS_3855,Head Constable,Dense Forest (Bastar),60,61.2,2,0.28,5.8,3,5,10.9,6.6,0.05,1
PERS_3856,Constable,High Altitude (Ladakh/Sikkim),12,61.4,2,0.37,6.2,5,2,18.1,8.6,0.11,1
PERS_3857,Constable,Peace Station (HQ),33,59.9,1,0.04,6.6,4,2,39.6,10.4,0.11,0
PERS_3858,Constable,Peace Station (HQ),64,55.9,2,0.06,5.8,4,3,56.1,8.1,0.18,0
PERS_3859,Constable,Dense Forest (Bastar),41,48.0,0,0.22,6.4,4,1,48.6,4.3,0.0,0
PERS_3860,ASI,Counter-Insurgency (J&K),64,63.2,2,0.11,3.9,3,7,21.8,14.0,0.01,2
PERS_3861,Constable,Border Outpost (Thar),99,33.7,2,0.21,8.1,4,2,12.2,7.7,0.22,0
PERS_3862,Inspector,Counter-Insurgency (J&K),54,66.1,1,0.15,5.2,2,5,52.3,7.2,0.07,1
PERS_3863,Head Constable,Peace Station (HQ),35,58.4,2,0.23,6.3,4,3,55.9,8.5,0.1,1
PERS_3864,Constable,Counter-Insurgency (J&K),23,66.7,2,0.09,5.4,4,6,19.3,11.1,0.02,1
PERS_3865,Head Constable,Border Outpost (Thar),26,39.4,1,0.41,5.8,4,2,24.1,2.4,0.15,0
PERS_3866,Head Constable,Counter-Insurgency (J&K),36,63.2,1,0.09,5.6,3,4,16.0,10.0,0.11,1
PERS_3867,ASI,Counter-Insurgency (J&K),59,60.5,2,0.18,5.6,3,5,74.9,13.4,0.16,1
PERS_3868,Constable,Counter-Insurgency (J&K),73,49.2,2,0.06,5.0,3,5,22.7,9.5,0.05,1
PERS_3869,Constable,Counter-Insurgency (J&K),19,48.5,2,0.21,5.9,4,3,19.4,6.8,0.17,0
PERS_3870,Sub-Inspector,High Altitude (Ladakh/Sikkim),37,49.6,2,0.16,5.4,4,4,26.1,5.4,0.6,0
PERS_3871,Sub-Inspector,Peace Station (HQ),18,46.2,2,0.26,7.1,5,1,16.4,3.3,0.06,0
PERS_3872,Sub-Inspector,Border Outpost (Thar),45,39.0,3,0.36,5.7,4,5,39.0,8.3,0.17,1
PERS_3873,Constable,Peace Station (HQ),67,66.4,1,0.07,5.7,2,3,44.0,12.3,0.05,1
PERS_3874,ASI,High Altitude (Ladakh/Sikkim),68,45.3,3,0.26,5.3,4,7,39.6,8.8,0.03,1
PERS_3875,Head Constable,High Altitude (Ladakh/Sikkim),23,39.8,2,0.45,6.2,5,2,16.9,2.7,0.18,0
PERS_3876,Head Constable,High Altitude (Ladakh/Sikkim),24,62.4,2,0.64,5.2,4,5,54.7,10.2,0.02,1
PERS_3877,Constable,High Altitude (Ladakh/Sikkim),38,37.8,2,0.04,6.8,5,1,44.1,5.6,0.09,0
PERS_3878,Head Constable,Counter-Insurgency (J&K),34,48.4,1,0.19,6.6,3,1,14.3,4.0,0.13,0
PERS_3879,Constable,Peace Station (HQ),63,44.4,2,0.18,5.3,3,5,37.9,5.4,0.05,1
PERS_3880,Constable,Dense Forest (Bastar),39,68.3,1,0.29,5.9,4,5,61.0,10.1,0.21,1
PERS_3881,ASI,Border Outpost (Thar),49,64.3,1,0.06,6.5,2,3,21.6,8.0,0.1,1
PERS_3882,Constable,High Altitude (Ladakh/Sikkim),39,43.7,2,0.05,6.5,4,4,55.0,6.4,0.09,1
PERS_3883,Constable,Peace Station (HQ),37,41.7,1,0.36,6.9,4,1,17.7,4.4,0.14,0
PERS_3884,Constable,High Altitude (Ladakh/Sikkim),17,57.4,1,0.11,6.7,4,2,41.6,8.1,0.08,0
PERS_3885,Sub-Inspector,High Altitude (Ladakh/Sikkim),33,55.6,3,0.58,5.5,4,7,32.6,10.4,0.09,1
PERS_3886,Head Constable,High Altitude (Ladakh/Sikkim),27,47.2,3,0.24,5.7,4,5,30.7,6.4,0.01,1
PERS_3887,Constable,High Altitude (Ladakh/Sikkim),123,55.8,2,0.52,5.4,2,8,86.7,11.5,0.2,2
PERS_3888,ASI,High Altitude (Ladakh/Sikkim),110,56.7,3,0.24,5.2,1,7,57.5,11.8,0.09,2
PERS_3889,ASI,Border Outpost (Thar),48,61.8,4,0.19,3.3,2,8,48.8,13.9,0.07,2
PERS_3890,Constable,Peace Station (HQ),47,68.4,2,0.08,5.1,2,5,43.4,14.2,0.05,2
PERS_3891,Head Constable,High Altitude (Ladakh/Sikkim),38,70.0,3,0.18,5.3,3,7,32.4,12.1,0.19,2
PERS_3892,ASI,High Altitude (Ladakh/Sikkim),39,44.6,1,0.41,5.5,4,2,46.6,5.1,0.18,1
PERS_3893,Head Constable,High Altitude (Ladakh/Sikkim),50,53.6,2,0.54,4.4,2,6,58.0,9.2,0.03,2
PERS_3894,Constable,High Altitude (Ladakh/Sikkim),75,68.9,0,0.11,6.3,3,3,6.5,7.8,0.02,1
PERS_3895,Sub-Inspector,Counter-Insurgency (J&K),81,47.4,3,0.49,7.0,4,6,33.5,7.6,0.08,1
PERS_3896,Head Constable,Counter-Insurgency (J&K),38,45.0,3,0.61,7.1,4,5,39.2,5.4,0.12,1
PERS_3897,Constable,Dense Forest (Bastar),77,63.7,1,0.45,5.5,2,9,38.5,9.9,0.17,2
PERS_3898,Constable,High Altitude (Ladakh/Sikkim),11,44.4,2,0.17,6.7,5,1,22.9,4.7,0.06,0
PERS_3899,Constable,Dense Forest (Bastar),12,34.4,3,0.29,7.2,5,2,87.8,0.0,0.01,0
PERS_3900,Constable,Border Outpost (Thar),37,43.4,3,0.53,5.1,4,4,39.4,9.3,0.67,1
PERS_3901,ASI,Dense Forest (Bastar),17,59.6,0,0.34,5.3,5,1,9.2,8.2,0.62,0
PERS_3902,Constable,Peace Station (HQ),51,55.6,3,0.31,5.1,3,7,65.9,9.6,0.11,1
PERS_3903,Constable,Counter-Insurgency (J&K),53,37.7,1,0.09,6.7,5,1,15.2,4.4,0.01,0
PERS_3904,Head Constable,Counter-Insurgency (J&K),18,43.7,2,0.38,6.6,4,2,51.0,4.9,0.06,0
PERS_3905,Constable,High Altitude (Ladakh/Sikkim),139,80.1,1,0.24,4.4,1,10,56.9,17.6,0.01,2
PERS_3906,Inspector,High Altitude (Ladakh/Sikkim),81,55.4,0,0.48,7.7,4,4,39.0,7.9,0.18,1
PERS_3907,Constable,Border Outpost (Thar),23,47.9,1,0.37,7.0,4,1,20.9,8.7,0.0,0
PERS_3908,Constable,Border Outpost (Thar),10,49.1,1,0.16,6.4,4,1,13.9,4.3,0.12,0
PERS_3909,Constable,Peace Station (HQ),28,52.9,2,0.66,4.6,4,5,25.9,7.7,0.01,2
PERS_3910,Constable,High Altitude (Ladakh/Sikkim),52,49.3,0,0.18,7.2,4,1,33.0,5.4,0.1,0
PERS_3911,Constable,High Altitude (Ladakh/Sikkim),31,64.5,3,0.25,4.9,2,6,20.7,9.8,0.05,2
PERS_3912,Head Constable,Border Outpost (Thar),4,43.7,5,0.34,4.9,5,6,43.5,10.7,0.02,1
PERS_3913,Inspector,Border Outpost (Thar),28,60.7,3,0.25,4.6,2,6,22.6,12.8,0.15,2
PERS_3914,Constable,Border Outpost (Thar),105,76.7,2,0.27,4.1,1,10,100.1,17.2,0.06,2
PERS_3915,Head Constable,Counter-Insurgency (J&K),48,56.6,2,0.38,6.5,5,3,20.9,6.4,0.0,1
PERS_3916,Head Constable,Dense Forest (Bastar),17,39.2,0,0.3,8.4,5,1,23.8,0.3,0.1,0
PERS_3917,ASI,Dense Forest (Bastar),11,51.0,1,0.54,6.2,3,2,38.8,6.0,0.08,0
PERS_3918,Constable,High Altitude (Ladakh/Sikkim),9,43.3,3,0.25,6.2,5,3,30.7,7.6,0.06,1
PERS_3919,Constable,Counter-Insurgency (J&K),16,58.6,0,0.46,6.7,4,1,61.0,4.5,0.04,0
PERS_3920,Constable,Border Outpost (Thar),18,51.9,3,0.22,4.7,4,5,38.9,8.5,0.01,1
PERS_3921,Head Constable,High Altitude (Ladakh/Sikkim),50,51.8,0,0.11,6.4,5,2,41.7,4.4,0.06,0
PERS_3922,ASI,Counter-Insurgency (J&K),140,51.9,1,0.23,7.2,2,6,8.9,9.4,0.11,1
PERS_3923,Constable,Peace Station (HQ),20,31.4,1,0.01,7.0,5,1,23.5,1.2,0.01,0
PERS_3924,Constable,Counter-Insurgency (J&K),69,46.8,3,0.34,5.4,4,6,28.2,9.0,0.01,1
PERS_3925,Sub-Inspector,High Altitude (Ladakh/Sikkim),128,67.3,2,0.19,4.9,1,9,26.8,15.0,0.05,2
PERS_3926,ASI,Dense Forest (Bastar),13,61.1,1,0.32,5.7,5,4,119.7,9.8,0.13,1
PERS_3927,Inspector,Border Outpost (Thar),70,51.9,2,0.14,5.4,3,3,7.9,7.3,0.77,0
PERS_3928,ASI,Peace Station (HQ),42,42.8,3,0.17,5.8,5,4,23.4,7.0,0.21,0
PERS_3929,Constable,Counter-Insurgency (J&K),17,51.6,2,0.27,4.8,3,3,28.3,11.1,0.62,1
PERS_3930,Head Constable,High Altitude (Ladakh/Sikkim),28,57.7,0,0.15,6.8,4,1,28.4,6.8,0.04,0
PERS_3931,Head Constable,High Altitude (Ladakh/Sikkim),44,60.2,0,0.05,6.2,2,3,37.5,5.8,0.05,0
PERS_3932,Constable,Border Outpost (Thar),61,56.0,3,0.41,4.3,3,7,72.0,9.9,0.14,2
PERS_3933,Head Constable,High Altitude (Ladakh/Sikkim),37,72.4,2,0.07,4.3,2,4,70.4,11.9,0.63,1
PERS_3934,Head Constable,High Altitude (Ladakh/Sikkim),51,65.8,3,0.19,3.3,2,8,13.5,12.1,0.07,2
PERS_3935,Constable,Border Outpost (Thar),85,44.3,2,0.48,5.7,3,7,12.1,7.8,0.05,2
PERS_3936,ASI,Peace Station (HQ),17,35.0,0,0.05,6.8,5,1,8.5,-1.2,0.09,0
PERS_3937,Head Constable,Dense Forest (Bastar),53,42.0,1,0.02,8.3,4,1,69.0,3.2,0.2,0
PERS_3938,Inspector,Dense Forest (Bastar),18,61.5,2,0.8,5.5,5,6,29.4,9.7,0.05,1
PERS_3939,Constable,Counter-Insurgency (J&K),63,37.2,1,0.27,7.3,4,1,18.1,1.0,0.27,0
PERS_3940,Constable,Peace Station (HQ),28,55.4,5,0.14,3.8,3,9,39.8,11.3,0.01,2
PERS_3941,Head Constable,Counter-Insurgency (J&K),60,52.3,1,0.55,6.5,3,4,17.5,10.6,0.11,1
PERS_3942,Constable,Dense Forest (Bastar),35,39.1,2,0.47,6.8,4,3,14.8,5.4,0.21,0
PERS_3943,Head Constable,Border Outpost (Thar),26,53.1,1,0.85,6.7,4,4,11.8,6.7,0.03,1
PERS_3944,ASI,High Altitude (Ladakh/Sikkim),27,48.9,1,0.34,6.2,4,3,40.2,4.9,0.01,1
PERS_3945,Constable,Dense Forest (Bastar),4,56.5,2,0.2,5.3,4,4,99.7,8.2,0.7,1
PERS_3946,Head Constable,Peace Station (HQ),35,35.2,2,0.27,6.5,4,2,23.7,5.8,0.07,1
PERS_3947,Head Constable,Dense Forest (Bastar),51,44.2,0,0.19,7.1,4,1,47.4,1.9,0.04,0
PERS_3948,Constable,Peace Station (HQ),72,46.5,1,0.04,6.8,2,4,37.8,4.7,0.19,0
PERS_3949,Sub-Inspector,Peace Station (HQ),79,62.5,2,0.4,6.0,3,6,38.4,10.6,0.1,1
PERS_3950,ASI,Peace Station (HQ),32,48.8,3,0.48,6.4,4,5,20.8,6.5,0.02,1
PERS_3951,Head Constable,Counter-Insurgency (J&K),79,67.7,1,0.0,5.3,1,5,46.5,9.9,0.23,2
PERS_3952,Head Constable,Border Outpost (Thar),109,54.9,2,0.47,7.2,3,6,67.1,13.0,0.1,2
PERS_3953,Head Constable,Dense Forest (Bastar),13,51.5,1,0.53,6.7,5,1,28.9,6.8,0.07,0
PERS_3954,Sub-Inspector,Border Outpost (Thar),25,65.3,2,0.27,5.4,3,5,26.3,10.3,0.1,1
PERS_3955,Head Constable,High Altitude (Ladakh/Sikkim),121,42.4,2,0.54,7.0,3,7,23.8,8.5,0.16,1
PERS_3956,Head Constable,Dense Forest (Bastar),64,54.7,1,0.22,6.9,4,2,60.2,4.8,0.05,1
PERS_3957,ASI,Border Outpost (Thar),31,50.8,2,0.27,6.6,4,4,41.3,7.4,0.19,0
PERS_3958,Constable,Border Outpost (Thar),35,43.6,1,0.63,6.5,4,4,22.5,3.1,0.21,1
PERS_3959,ASI,High Altitude (Ladakh/Sikkim),69,53.3,1,0.23,6.0,3,4,6.3,8.3,0.04,0
PERS_3960,Constable,Peace Station (HQ),20,53.1,2,0.47,5.0,4,5,39.3,6.6,0.01,1
PERS_3961,Constable,Dense Forest (Bastar),36,44.1,2,0.29,6.7,5,3,32.9,6.4,0.1,0
PERS_3962,Constable,Dense Forest (Bastar),52,53.8,3,0.01,5.9,4,4,10.8,10.4,0.05,1
PERS_3963,Inspector,High Altitude (Ladakh/Sikkim),46,42.4,0,0.27,8.0,4,1,31.8,2.3,0.0,0
PERS_3964,ASI,Peace Station (HQ),49,50.9,3,0.25,5.7,5,4,20.6,9.1,0.0,1
PERS_3965,Head Constable,Dense Forest (Bastar),11,58.4,0,0.27,6.8,5,1,14.8,6.8,0.11,0
PERS_3966,Head Constable,Dense Forest (Bastar),46,62.4,1,0.13,4.7,2,4,43.2,10.1,0.6,2
PERS_3967,Head Constable,Dense Forest (Bastar),20,61.7,2,0.76,5.1,4,7,55.6,10.1,0.14,1
PERS_3968,Sub-Inspector,Peace Station (HQ),19,48.9,2,0.3,5.8,4,2,22.0,6.7,0.06,0
PERS_3969,Head Constable,High Altitude (Ladakh/Sikkim),79,52.6,4,0.41,5.8,2,8,26.6,9.5,0.07,2
PERS_3970,Constable,Dense Forest (Bastar),55,60.9,2,0.19,5.6,3,5,46.1,12.1,0.04,1
PERS_3971,Constable,Border Outpost (Thar),30,62.7,1,0.46,5.9,3,4,25.5,9.1,0.06,1
PERS_3972,ASI,Peace Station (HQ),44,53.2,3,0.23,4.6,3,6,9.4,9.4,0.02,2
PERS_3973,Head Constable,Counter-Insurgency (J&K),51,68.2,1,0.47,4.6,3,5,49.7,10.9,0.01,1
PERS_3974,Constable,High Altitude (Ladakh/Sikkim),50,60.1,1,0.74,5.7,4,6,38.5,8.8,0.06,1
PERS_3975,Constable,Border Outpost (Thar),62,48.5,2,0.45,6.6,4,4,69.5,4.9,0.04,1
PERS_3976,ASI,Dense Forest (Bastar),78,51.3,3,0.27,4.9,3,8,32.0,11.8,0.07,2
PERS_3977,Constable,Counter-Insurgency (J&K),51,52.7,2,0.38,6.7,5,4,5.0,10.4,0.02,0
PERS_3978,Head Constable,High Altitude (Ladakh/Sikkim),62,38.5,2,0.04,6.2,4,3,16.7,6.8,0.1,0
PERS_3979,Inspector,Peace Station (HQ),8,43.3,2,0.08,6.7,5,1,52.9,2.8,0.21,0
PERS_3980,Constable,Counter-Insurgency (J&K),60,65.4,2,0.29,4.7,1,6,58.4,9.9,0.12,2
PERS_3981,Constable,Counter-Insurgency (J&K),47,66.2,2,0.31,5.8,3,5,60.6,9.6,0.13,1
PERS_3982,Head Constable,Border Outpost (Thar),62,57.1,1,0.06,7.2,3,1,26.2,9.2,0.1,0
PERS_3983,ASI,High Altitude (Ladakh/Sikkim),33,55.8,1,0.37,6.5,4,2,24.0,8.5,0.01,1
PERS_3984,Head Constable,Border Outpost (Thar),89,53.8,1,0.36,5.9,3,4,26.2,6.0,0.04,1
PERS_3985,Inspector,Border Outpost (Thar),14,43.0,3,0.12,5.4,5,2,13.8,6.7,0.63,0
PERS_3986,Constable,Dense Forest (Bastar),53,59.0,2,0.34,5.0,3,7,69.5,9.4,0.0,1
PERS_3987,Head Constable,Peace Station (HQ),53,48.9,2,0.4,5.8,4,4,19.6,7.2,0.09,1
PERS_3988,Head Constable,Counter-Insurgency (J&K),28,67.7,0,0.25,5.5,4,2,36.4,5.4,0.12,0
PERS_3989,ASI,High Altitude (Ladakh/Sikkim),29,55.0,1,0.07,6.9,4,2,11.8,6.2,0.01,0
PERS_3990,Constable,Peace Station (HQ),64,58.9,3,0.04,5.1,3,4,20.8,10.2,0.68,1
PERS_3991,ASI,Peace Station (HQ),16,39.0,1,0.12,7.4,5,1,41.5,2.0,0.01,0
PERS_3992,Head Constable,High Altitude (Ladakh/Sikkim),33,28.1,2,0.25,6.6,5,1,26.0,3.0,0.15,0
PERS_3993,Constable,Peace Station (HQ),5,53.0,1,0.53,6.1,5,3,8.5,6.8,0.03,0
PERS_3994,Constable,Dense Forest (Bastar),34,46.4,2,0.21,6.6,4,2,12.8,3.2,0.09,0
PERS_3995,ASI,Peace Station (HQ),11,58.9,2,0.12,5.2,4,2,54.9,6.8,0.61,0
PERS_3996,Constable,Dense Forest (Bastar),151,54.0,2,0.25,6.0,1,8,45.7,11.8,0.05,2
PERS_3997,Constable,Counter-Insurgency (J&K),87,51.4,2,0.2,5.7,3,7,14.1,8.9,0.17,1
PERS_3998,Constable,Counter-Insurgency (J&K),25,61.7,2,0.07,6.0,3,4,37.9,7.4,0.2,1
PERS_3999,Sub-Inspector,Border Outpost (Thar),11,53.5,2,0.37,5.8,4,3,62.6,6.8,0.09,0
PERS_4000,Head Constable,Dense Forest (Bastar),52,43.2,4,0.08,5.1,4,5,5.0,9.8,0.06,1
PERS_4001,ASI,Counter-Insurgency (J&K),34,51.7,2,0.54,6.1,4,5,19.1,8.2,0.01,1
PERS_4002,Constable,Peace Station (HQ),24,69.4,1,0.25,5.5,3,4,38.5,8.0,0.04,1
PERS_4003,Head Constable,High Altitude (Ladakh/Sikkim),39,53.3,2,0.23,6.4,4,2,12.8,7.4,0.09,0
PERS_4004,Head Constable,High Altitude (Ladakh/Sikkim),35,50.0,2,0.29,5.3,3,4,24.5,7.0,0.66,1
PERS_4005,ASI,Dense Forest (Bastar),74,64.4,3,0.15,4.1,1,9,46.2,16.3,0.0,2
PERS_4006,Sub-Inspector,Border Outpost (Thar),21,53.6,1,0.58,6.4,4,3,21.9,4.5,0.03,0
PERS_4007,Constable,Peace Station (HQ),8,63.2,1,0.2,5.3,4,3,13.2,7.4,0.62,1
PERS_4008,Head Constable,Dense Forest (Bastar),66,62.2,3,0.47,4.9,3,10,22.8,11.9,0.15,2
PERS_4009,Constable,High Altitude (Ladakh/Sikkim),47,61.8,3,0.45,5.0,2,7,15.4,11.4,0.24,1
PERS_4010,Head Constable,Dense Forest (Bastar),17,64.6,2,0.22,4.6,5,5,15.9,8.9,0.16,2
PERS_4011,Constable,Peace Station (HQ),18,46.8,0,0.27,7.3,4,1,26.0,4.0,0.05,0
PERS_4012,Constable,Counter-Insurgency (J&K),17,43.7,1,0.03,6.5,4,1,52.4,4.3,0.12,0
PERS_4013,Constable,Peace Station (HQ),33,37.8,1,0.08,6.2,3,1,16.1,6.5,0.11,0
PERS_4014,Head Constable,Counter-Insurgency (J&K),121,58.0,1,0.22,6.0,2,5,15.9,10.8,0.01,2
PERS_4015,Constable,Counter-Insurgency (J&K),87,43.6,1,0.25,6.6,3,3,16.2,6.4,0.05,1
PERS_4016,Head Constable,Counter-Insurgency (J&K),27,54.4,3,0.51,4.9,4,5,53.4,8.1,0.25,1
